Pasture,Patch,Year,NestID,Species,SpeciesNum,MeasureDate,TimeMeasured,NestlingAge_days,NestlingMass_g,Tarsus1,Tarsus2,Tarsus3,Mean Tarsus,Resid_MassVsTarsus_2014to2016,Resid_MassVsTarsus_2014to2015,AnyUnweighed,NestlingComments_D1
RIE,W,2015,RIE DICK 31 15,DICK,,7/23/2015,17.75,5,14.6,,,,18.35,1.619176245,1.536678997,N,
RIE,W,2015,RIE DICK 31 15,DICK,,7/23/2015,17.75,5,15.6,,,,19.37,1.500255136,1.40590933,N,Could be day 6?
RIE,W,2015,RIE DICK 42 15,DICK,,7/27/2015,16.45,5,13.2,,,,18.47,0.087538467,0.003647271,N,
RIE,W,2015,RIE DICK 19 15,DICK,,6/20/2015,6,5,11.9,,,,18.14,-0.850457645,-0.930515484,N,Could be day 6? - yellow beak
RIE,W,2015,RIE DICK 19 15,DICK,,6/20/2015,6,5,14.1,,,,20.85,-1.623277453,-1.734815284,N,Could be day 6?
RIE,W,2015,RIE DICK 30 15,DICK,,7/15/2015,18.75,5,10.6,,,,16.28,-0.110072094,-0.168523739,N,Could be day 6?
RIE,E,2015,RIE DICK 9 15,DICK,,6/27/2015,13,5,8.3,,,,17.08,-3.287657277,-3.355401909,N,6 little! -could be day 6 - nestlings handled on 6/27?
RIE,E,2015,RIE DICK 9 15,DICK,,6/27/2015,13,5,13.6,,,,20.3,-1.519937639,-1.625086543,N,could be day 6 - nestlings handled on 6/27?
RIE,E,2015,RIE DICK 9 15,DICK,,6/27/2015,13,5,13.8,,,,20.17,-1.177330047,-1.28096884,N,could be day 6 - nestlings handled on 6/27?
RIE,E,2015,RIE DICK 9 15,DICK,,6/27/2015,13,5,15.7,,,,20.82,0.009631992,-0.101557353,N,could be day 6 - nestlings handled on 6/27?
RIE,N,2015,RIE DICK 41 2 15,DICK,,7/9/2015,7.17,6,10.6,,,,18.62,-2.677008755,-2.762642386,N,Blood is pink…?
RIE,E,2015,RIE DICK 48 15,DICK,,7/26/2015,13.85,4,6.4,,,,12.9,-0.602274695,-0.621463471,N,looks day 3-4 (not banded)
RIE,E,2015,RIE DICK 48 15,DICK,,7/26/2015,13.85,5,7.8,,,,15.03,-1.538845245,-1.582776599,N,Looks day 4-5
RIE,W,2015,RIE DICK 21 15,DICK,,6/24/2015,15,6,14.5,,,,21.32,-1.738858748,-1.855856209,N,Pins starting to unsheath and nestlings not jumpy
RIE,W,2015,RIE DICK 21 15,DICK,,6/24/2015,15,6,14.8,,,,19.87,0.151764397,0.051610474,N,Pins starting to unsheath and nestlings not jumpy
RIE,W,2015,RIE DICK 21 15,DICK,,6/24/2015,15,6,15.4,,,,20.91,-0.389096342,-0.501331147,N,Pins starting to unsheath and nestlings not jumpy
RIE,N,2015,RIE DICK 47 15,DICK,,7/24/2015,18.28,6,12.9,,,,17.89,0.423787725,0.346633944,N,Weather fail
RIE,N,2015,RIE DICK 47 15,DICK,,7/24/2015,18.28,6,13.6,,,,19.53,-0.675261901,-0.771466304,N,Weather fail
RIE,N,2015,RIE DICK 47 15,DICK,,7/24/2015,18.28,6,14.6,,,,19.99,-0.179873381,-0.281421252,N,Weather fail
RIE,N,2015,RIE DICK 18 15,DICK,,7/4/2015,13.5,5,13.1,,,,17.69,0.843184021,0.768353487,N,
STE,S,2015,STE DICK 8 15,DICK,,7/30/2015,17.58,7,16.9,,,,21.64,0.310107179,0.189392523,N,nest OOB
RIE,,2021,RIE RWBL 9 21,RWBL,1,6/9/2021,11:10,6.5,23.25,21.88,22.62,22.06,,,,N,
RIE,,2021,RIE RWBL 9 21,RWBL,2,6/9/2021,11:10,6.5,26.44,25.92,25.76,26.24,,,,N,
RIE,,2021,RIE RWBL 9 21,RWBL,3,6/9/2021,11:10,6.5,----,-----,-----,-----,,,,Y,forced fledge
KLT,,2021,KLT RWBL 6 21,RWBL,1,6/10/2021,16:05,6,22,25.26,25.59,25.65,,,,N,chick look big but seemed to stay on nest
KLT,,2021,KLT RWBL 6 21,RWBL,2,6/10/2021,16:05,6,23.92,25.21,24.97,24.86,,,,N,chick look big but seemed to stay on nest
KLT,,2021,KLT RWBL 6 21,RWBL,3,6/10/2021,16:05,6,25.13,24.94,24.75,24.62,,,,N,chick look big but seemed to stay on nest
KLT,,2021,KLT RWBL 6 21,RWBL,4,6/10/2021,16:05,6,17.43,19.87,19.82,19.96,,,,N,
RIE,,2021,RIE RWBL 1 21,RWBL,1,6/12/2021,6:22,4.5,25.21,22.4,22.41,22.77,,,,N,
RIE,,2021,RIE RWBL 1 21,RWBL,2,6/12/2021,6:22,4.5,21.25,21.93,21.54,21.85,,,,N,
RIE,,2021,RIE RWBL 1 21,RWBL,3,6/12/2021,6:22,4.5,17.02,19.15,19.13,18.46,,,,N,
KELL,,2021,KELL RWBL 4 21,RWBL,1,6/2/2021,6:13,,29.54,26.17,25.76,25.45,,,,Y,"only one fledgling on side of nest everyone else was gone, parents defending closely"
KLT,,2021,KLT RWBL 12 21,RWBL,1,6/27/2021,13:15,7,24.3,24.74,24.99,24.8,,,,N,
KLT,,2021,KLT RWBL 12 21,RWBL,2,6/27/2021,13:15,7,27.82,23.55,23.78,23.41,,,,N,
KLT,,2021,KLT RWBL 12 21,RWBL,3,6/27/2021,13:15,7,33.43,27.61,27.63,27.41,,,,N,
KLT,,2021,KLT RWBL 12 21,RWBL,4,6/27/2021,13:15,7,25.43,25.2,25.47,25.28,,,,N,
RIE,,2021,RIE RWBL 26 21,RWBL,1,7/17/2021,12:33,6,22.6,24.95,24.48,24.54,,,,N,
RIE,,2021,RIE RWBL 26 21,RWBL,2,7/17/2021,12:33,4.5,15.08,20.39,20.17,19.87,,,,N,
RIE,,2021,RIE RWBL 26 21,RWBL,3,7/17/2021,12:33,6,26.09,25.88,24.64,25.59,,,,N,
RIE,,2021,RIE RWBL 23 21,RWBL,1,7/8/2021,6:35,4,10.17,16.45,16.34,16.3,,,,N,"tiny baby, eyes fully open"
RIE,,2021,RIE RWBL 23 21,RWBL,2,7/8/2021,6:35,6,30,25.94,25.95,25.93,,,,N,
RIE,,2021,RIE RWBL 23 21,RWBL,3,7/8/2021,6:35,6,23.55,21.9,21.78,21.96,,,,N,small for age
RIE,,2021,RIE RWBL 24 21,RWBL,1,7/3/2021,12:00,7.5,36.91,29.8,29.77,29.65,,,,N,
RIE,,2021,RIE RWBL 24 21,RWBL,2,7/3/2021,12:00,6.5,31,26.5,26.37,26.45,,,,N,
RIE,,2021,RIE RWBL 24 21,RWBL,3,7/3/2021,12:00,6.5,35.06,27.74,27.77,27.73,,,,N,
GIL,,2021,GIL RWBL 1 21,RWBL,1,7/5/2021,6:00,6.5,37.24,29.15,29.04,29.02,,,,N,
GIL,,2021,GIL RWBL 1 21,RWBL,2,7/5/2021,6:00,5.5,28.87,25.79,25.36,25.32,,,,N,
GIL,,2021,GIL RWBL 1 21,RWBL,3,7/5/2021,6:00,6.5,27.3,25.4,25.42,25.47,,,,N,
KELL,,2021,KELL RWBL 4 21,BHCO,1,7/1/2021,8:50,5,15.81,18.66,19.54,19.06,,,,N,
KELL,,2021,KELL RWBL 4 21,RWBL,1,7/1/2021,8:50,6.5,37.87,28,28.35,27.98,,,,N,
KELL,,2021,KELL RWBL 4 21,RWBL,2,7/1/2021,8:50,6.5,34.38,27.8,27.57,27.64,,,,N,
KLT,,2021,KLT RWBL 20 21,RWBL,1,7/5/2021,6:16,6,30.22,26.31,26.45,25.94,,,,N,
KLT,,2021,KLT RWBL 20 21,RWBL,2,7/5/2021,6:16,6,30.79,27.5,27.51,27.54,,,,N,
KLT,,2021,KLT RWBL 20 21,RWBL,3,7/5/2021,6:16,5,21.19,21.33,21.77,21.45,,,,N,
KLT,,2021,KLT RWBL 16 21,RWBL,1,7/5/2021,,6.5,26.34,25.04,25.13,25.35,,,,N,
KLT,,2021,KLT RWBL 16 21,RWBL,2,7/5/2021,,6.5,30.5,26.46,26.52,26.83,,,,N,
KLT,,2021,KLT RWBL 16 21,RWBL,3,7/5/2021,,6.5,25.03,26.17,25.7,25.66,,,,N,
KLT,,2021,KLT RWBL 16 21,RWBL,4,7/5/2021,,5.5,26.25,25.2,25.39,25.18,,,,N,
KLT,,2021,KLT RWBL 9 21,RWBL,1,6/27/2021,13:30,6.5,33.38,24.81,25,24.83,,,,N,HKG - pin feathers starting to open
KLT,,2021,KLT RWBL 9 21,RWBL,2,6/27/2021,13:30,6.5,20.4,18.99,18.95,18.9,,,,N,"HKG  - closed pin feathers, much smaller chick"
RIE,,2021,RIE RWBL 18 21,RWBL,1,6/17/2021,13:40,5,21.71,22.7,22.48,22.49,,,,N,
RIE,,2021,RIE RWBL 18 21,RWBL,2,6/17/2021,13:40,5,27.89,23.91,24.01,23.66,,,,N,
RIE,,2021,RIE RWBL 18 21,RWBL,3,6/17/2021,13:40,5,27.45,23.84,23.84,23.88,,,,N,
RIE,,2021,RIE RWBL 18 21,RWBL,4,6/17/2021,13:40,4,12.35,16.82,16.89,16.77,,,,N,"much smaller, day 4?"
KLT,,2021,KLT RWBL 3 21,RWBL,1,6/2/2021,11:43,6,22.64,20.02,18.91,20.22,,,,N,tarsus 4 = 18.97
KLT,,2021,KLT RWBL 3 21,RWBL,2,6/2/2021,11:43,5,17.79,17.47,17.24,16.97,,,,N,
KLT,,2021,KLT RBWL 3 21,RWBL,3,6/2/2021,11:43,5.5,19.59,19.92,20.06,19.38,,,,N,
RIE,,2021,RIE RWBL 13 21,RWBL,1,6/10/2021,17:00,6,25.71,25.62,25.64,25.67,,,,N,"they all look ok when I left them (not jumpy), female desperately mobbing even 15/20 m far from nest, male around when close to nest too"
RIE,,2021,RIE RWBL 13 21,RWBL,2,6/10/2021,17:00,6,17.52,22.57,22.17,21.93,,,,N,much smaller
RIE,,2021,RIE RWBL 13 21,RWBL,3,6/10/2021,17:00,6,25.61,25.31,25.63,25.07,,,,N,
RIE,,2021,RIE RWBL 13 21,RWBL,4,6/10/2021,17:00,6,22.1,23.96,23.26,23.36,,,,N,
RIE,,2021,RIE RWBL 14 21,RWBL,1,6/14/2021,12:50,7,38.51,29.39,29.07,29.29,,,,N,
RIE,,2021,RIE RWBL 14 21,RWBL,2,6/14/2021,12:50,5,13.51,19.99,19.93,19.23,,,,N,much smaller 
RIE,,2021,RIE RWBL 14 21,RWBL,3,6/14/2021,12:50,7,,,-,-,,,,Y,"force fledge, same age than RWBL - use RWBL 1 for something"
RIE,,2021,RIE RWBL 14 21,RWBL,4,6/14/2021,12:50,7,,,-,-,,,,Y,"still on nest but didn't measure, same age than RWBL - use RWBL 1 for something"
KLT,,2021,KLT RWBL 2 21,RWBL ,1,6/11/2021,8:10,6,24.15,21.56,21.24,21.84,,,,N,both parent alarm calling far away
KLT,,2021,KLT RWBL 2 21,RWBL ,2,6/11/2021,8:10,6,21.14,20.53,21.23,21.22,,,,N,
KLT,,2021,KLT RWBL 2 21,RWBL ,3,6/11/2021,8:10,6,15.77,19.15,19.1,19.44,,,,N,smaller
KLT ,,2021,KLT RWBL 4 21,RWBL ,1,5/29/2021,5:50,6,20.73,21.95,21.99,21.89,,,,N,
KLT ,,2021,KLT RWBL 4 21,RWBL ,2,5/29/2021,5:50,6,16.2,18.97,19.3,19.39,,,,N,
KLT ,,2021,KLT RWBL 4 21,RWBL ,3,5/29/2021,5:50,6,23.44,20.17,20.7,20.99,,,,N,
KLT ,,2021,KLT RWBL 4 21,RWBL ,4,5/29/2021,5:50,6,25.8,22.23,21.85,21.48,,,,N,
KLT ,,2021,KLT RWBL 4 21,RWBL ,5,5/29/2021,5:50,6,24.16,22.49,22.49,22.37,,,,N,
RIE,,2021,RIE RWBL 11 21,RWBL ,1,6/3/2021,11:32,4,15.5,18.18,18.8,19.04,,,,N,
RIE,,2021,RIE RWBL 11 21,RWBL ,2,6/3/2021,11:32,4,13.31,17.69,18.55,17.87,,,,N,
RIE,,2021,RIE RWBL 11 21,RWBL ,3,6/3/2021,11:32,4,20.52,20.36,19.95,20.57,,,,N,
RIE,,2021,RIE RWBL 11 21,RWBL ,4,6/3/2021,11:32,4,17.65,20.54,20.64,20.36,,,,N,there are more measurements of the same birds done by students
KELL,,2021,KELL RWBL 2 21,RWBL,1,6/12/2021,7:45,,20.62,24.15,24.39,24.11,,,,N,
KLT ,,2021,KLT RWBL7 21,RWBL,1,6/2/2021,12:11,7/8,25.25,24.99,24.34,24.83,,,,N,day 7?
KLT ,,2021,KLT RWBL7 21,RWBL,2,6/2/2021,12:11,7/8,26.4,26.18,24.45,26.18,,,,N,day 7?
KLT ,,2021,KLT RWBL7 21,RWBL,3,6/2/2021,12:11,7/8,35.26,25.42,26.47,26.43,,,,N,potential forced fledge - day 8?
KLT ,,2021,KLT RWBL 10 21,RWBL,1,6/12/2021,6:33,6/7,24.53,23.74,24.29,24.11,,,,N,day 7?
KLT ,,2021,KLT RWBL 10 21,RWBL,2,6/12/2021,6:33,6,22.11,22.63,22.24,23.25,,,,N,day 6
KLT ,,2021,KLT RWBL 10 21,RWBL,3,6/12/2021,6:33,7,23.22,24.34,23.51,23.67,,,,N,"day 7 - chicks look ??? crusty eyes, sort of wet ?"
RIE,,2021,RIE GRCA 1 21,GRCA,1,6/23/2021,12:30,5,19.63,19.86,19.47,19.39,,,,N,ESK
RIE,,2021,RIE GRCA 1 21,GRCA,2,6/23/2021,12:30,5,21.76,21.74,21.77,22.05,,,,N,JNA
RIE,,2021,RIE GRCA 1 21,GRCA,3,6/23/2021,12:30,5,25.79,24.5,24.35,24.26,,,,N,WPT - tarsus 4: 23.65
RIE ,,2021,RIE GRSP 1 21,GRSP,1,,,,22.12,21.32,21.5,21.6,,,,N,BHCO
RIE ,,2021,RIE GRSP 1 21,GRSP,2,,,,16.11,19.46,18.45,18.83,,,,N,BHCO
RIE ,,2021,RIE GRSP 1 21,GRSP,3,,,,13.58,19.63,19.73,19.84,,,,N,on bottom of nest
KLT,,2021,KLT RWBL 19 21,RWBL,1,7/12/2021,6:16,5/6,24.41,22.26,22.21,22.17,,,,N,day 6
KLT,,2021,KLT RWBL 19 21,RWBL,2,7/12/2021,6:16,5/6,19.25,18.96,18.99,18.65,,,,N,day 5
235,,2021,235 GRSP 3 21,GRSP,1,6/10/2021,15:01,6,8.4,17.98,17.41,17.85,,,,N,chicks not jumpy
235,,2021,235 GRSP 3 21,GRSP,2,6/10/2021,,6,7.51,16.59,17.01,17.28,,,,N,all ok but late in day 
235,,2021,235 GRSP 3 21,GRSP,3,6/10/2021,15:01,6,8.66,18.6,18.15,18.2,,,,N,
235,,2021,235 GRSP 3 21,GRSP,4,6/10/2021,15:01,6,9.55,18.96,18.75,18.63,,,,N,female on nest when approached
235,,2021,235 GRSP 3 21,GRSP,5,6/10/2021,15:01,6,8.47,17.68,17.68,17.4,,,,N,
235,,2021,235 GRSP 2 21,BCHO,1,6/14/2021,14:19,,20.04,22.13,21.84,22,,,,N,JEM
235,,2021,235 GRSP 2 21,BHCO,2,6/14/2021,14:19,,20.35,23.77,23.62,23.89,,,,N,JEM
235,,2021,235 GRSP 2 21,BHCO,3,6/14/2021,14:19,,14.9,21.21,21.26,20.92,,,,N,chick smaller JEM
KLT,,2021,KLT EAME 2 21,EAME,1,7/16/2021,11:53,6,41.24,27.95,27.74,27.81,,,,N,
KLT,,2021,KLT EAME 2 21,EAME,2,7/16/2021,11:53,6,38.21,25.77,25.57,25.73,,,,N,I ❤️ them!!!!
BSH,,2021,BSH FISP 1 21,FISP ,1,6/4/2021,12:50,6,9.1,16.52,16.32,16.8,,,,N,"parents chipping, parent flushed when I came for 3rd chick. FISP chick moving (active) a lot when I put it back. I left it half under BHCO (with head out) to ensure that it will not force fledge. Cowbirds less active with less feathers. Definitely not ready to flesdfe yet but pin flight feathers. Parents fed while I was writing this."
BSH,,2021,BSH FISP 1 21,BHCO,1,6/4/2021,12:50,6,16.7,19.35,9.17,19.72,,,,N,
BSH,,2021,BSH FISP 1 21,BHCO,2,6/4/2021,12:50,6,14.22,18.37,18.29,18.26,,,,N,
235,,2021,235 EAME 1 ,EAME,1,6/15/2021,1:50,6,35.87,28.86,28.77,28.42,,,,N,
RIE,,2021,RIE EAKI 1 21,EAKI,1,6/26/2021,9:00,6.5,22.26,16.11,16.35,16.24,,,,N,
RIE,,2021,RIE EAKI 1 21,EAKI,2,6/26/2021,9:00,6.5,19.44,15.05,14.79,14.71,,,,N,
RIE,,2021,RIE EAKI 1 21,EAKI,3,6/26/2021,9:00,6.5,24.91,16.91,16.73,16.83,,,,N,
235,,2021,235 DICK 10 21,BHCO,1,7/5/2021,6:08,6,23.23,22.53,22.24,22.23,,,,N,
RIE,,2021,RIE DICK 13 21,DICK,1,7/3/2021,11:45,5,12.7,17.58,17.56,12.6,,,,N,
RIE,,2021,RIE DICK 13 21,DICK,2,7/3/2021,11:45,6,14.21,20.35,20.3,20.37,,,,N,
RIE,,2021,RIE DICK 13 21,DICK,3,7/3/2021,11:45,6,15.01,21.17,21.17,21.12,,,,N,
GIL,,2021,GIL FISP 1 21,FISP ,1,7/9/2021,13:00,5.5,8.26,16.69,16.49,16.59,,,,N,
GIL,,2021,GIL FISP 1 21,BHCO,1,7/9/2021,13:00,5.5,22.7,22.22,22.01,22.71,,,,N,
GIL ,,2021,GIL DICK 2 21,DICK ,1,7/12/2021,11:25,6,17.8,21.48,21.43,21,,,,N,
GIL,,2021,GIL DICK 2 21,DICK ,2,7/12/2021,11:25,5,16.16,21.2,21.22,21.06,,,,N,
GIL,,2021,GIL DICK 2 21,DICK ,3,7/12/2021,11:25,5,14.85,18.75,18.6,18.58,,,,N,
KLT,,2021,KLT BOBO 1 21,BOBO,1,6/12/2021,12:22,6,19.6,23.38,22.89,23.67,,,,N,
KLT,,2021,KLT BOBO 1 21,BOBO,2,6/12/2021,12:22,6,19.74,23.66,23.46,23.59,,,,N,
KLT,,2021,KLT BOBO 1 21,BOBO,3,6/12/2021,12:22,6,19.73,23.46,23,23.24,,,,N,
KLT,,2021,KLT BOBO 1 21,BOBO,4,6/12/2021,12:22,6,19.2,22.28,21.94,22.28,,,,N,
235,,2021,235 COGR 1 21,COGR,1,6/15/2021,13:20,6,67.53,32.29,32.6,32.38,,,,N,
235,,2021,235 COGR 1 21,COGR,2,6/15/2021,13:20,6,60.7,29.28,29.58,29.58,,,,N,
235,,2021,235 COGR 1 21,COGR,3,6/15/2021,13:20,6,54.44,27.9,27.73,27.94,,,,N,
KELL,,2021,KELL BOBO 1 21,BOBO,1,6/8/2021,11:45,4.5,13.48,18.71,18.52,18.59,,,,N,
KELL,,2021,KELL BOBO 1 21,BOBO,2,6/8/2021,11:45,4.5,14.78,18.87,18.17,18.67,,,,N,
KELL,,2021,KELL BOBO 1 21,BOBO,3,6/8/2021,11:45,4.5,8.22,13.48,14.69,13.7,,,,N,Day 04
KELL,,2021,KELL BOBO 1 21,BOBO,4,6/8/2021,11:45,4.5,12.09,18.03,17.95,18.1,,,,N,
KELL,,2021,KELL BOBO 1 21,BOBO,5,6/8/2021,11:45,4.5,13.81,19.27,19.37,19.25,,,,N,
KELL,,2021,KELL BOBO 1 21,BOBO,6,6/8/2021,11:45,4.5,12.56,18.95,19.27,18.91,,,,N,
RIE,,2021,RIE BRTH 2 21,BRTH,1,6/30/2021,6:07,6,32.49,26.28,26.9,26.58,,,,N,HKG
RIE,,2021,RIE BRTH 2 21,BRTH,2,6/30/2021,6:07,6,35.44,27.21,27.41,27.39,,,,N,JNA
RIE,,2021,RIE BRTH 2 21,BRTH,3,6/30/2021,6:07,6,37.9,27.72,27.69,28.07,,,,N,TEC
KLT,,2021,KLT DICK 1 21,BHCO,1,6/11/2021,8:09,6,24.53,23.59,23.1,23.29,,,,N,No female around
KLT,,2021,KLT DICK 1 21,DICK,2,6/11/2021,8:09,6,13.58,20.11,20.7,20.22,,,,N,Looks much smaller
GIL,,2021,GIL DICK 4 21,DICK,1,7/9/2021,12:04,5,14.13,21.46,21.26,20.93,,,,Y,"2 day 3 (not measured, 1 day 5)"
235,,2021,235 DICK 12 21,BHCO,1,6/28/2021,12:07,5,17.02,17.02,17.11,17.23,,,,N,HKG - red face
235,,2021,235 DICK 12 21,DICK,1,6/28/2021,12:07,5,19.65,19.65,19.5,19.1,,,,N,CER
RIE ,,2021,RIE DICK 2 21,BHCO,1,6/8/2021,11:54,6,11.56,17.31,17.08,17.69,,,,N,Day 6
RIE ,,2021,RIE DICK 2 21,DICK,1,6/8/2021,11:54,6,14.53,21.2,21.42,21.16,,,,N,super fun! (Evan's comment :))
RIE ,,2021,RIE DICK 2 21,DICK,2,6/8/2021,11:54,6,15.56,21.38,21.4,21.87,,,,N,
235,,2021,235 DICK 15 21,DICK,1,7/9/2021,13:00,6,20.06,21.22,20.96,21.08,,,,N,TEC ESK MKM JJC
235,,2021,235 DICK 15 21,BHCO,1,7/9/2021,14:00,6,14.27,19.88,19.61,20.3,,,,N,TEC ESK MKM JJC
235,,2021,235 DICK 15 21,DICK,2,7/9/2021,15:00,6,20,21.14,21.35,20.81,,,,N,TEC ESK MKM JJC
235,,2021,235 DICK 15 21,BHCO,2,7/9/2021,16:00,6,14.66,21.2,22.02,21.88,,,,N,TEC ESK MKM JJC
RIE,,2021,RIE DICK 10 21,DICK,1,6/28/2021,12:44,5,14.07,19.1,19.03,18.93,,,,N,HKG
RIE,,2021,RIE DICK 10 21,BHCO,1,6/28/2021,12:44,5,13.61,17.59,17.48,17.64,,,,N,CER
RIE,,2021,RIE DICK 12 21,DICK,1,6/22/2021,12:28,4,8.64,17.59,17.01,17.09,,,,N,"day 4 (maybe 5 eyes open yesterday), we agreed that other 2 older BHCO nestlings were the ones that we lost"
235,,2021,235 DICK 19 21,DICK,1,7/18/2021,12:13,6,16.57,21.93,22.07,22.03,,,,N,
235,,2021,235 DICK 19 21,BHCO,1,7/18/2021,12:13,6,22.1,23.05,22.98,22.9,,,,N,
RIE ,,2021,RIE DICK 7 21 ,DICK,1,6/7/21,6:18,5.5,11.85,19.3,18.72,19.09,,,,N,
RIE ,,2021,RIE DICK 7 21 ,DICK,2,6/7/21,6:18,5.5,8.48,16.54,16.71,16.41,,,,N,
RIE ,,2021,RIE DICK 7 21 ,DICK,3,6/7/21,6:18,5.5,12.17,19.47,19.55,19.08,,,,N,
RIE ,,2021,RIE DICK 7 21 ,DICK,4,6/7/21,6:18,5.5,13.15,20.85,20.33,20.01,,,,N,
235,,2021,235 DICK 4 21,BHCO,1,6/26/21,10:31,6,21.77,20.02,20.1,20.3,,,,N,"HKG, day 6 - female chipping"
235,,2021,235 DICK 4 21,BHCO,2,6/26/21,10:31,6,24.21,23.18,23.44,23.51,,,,N,day 6 - female chipping
235,,2021,235 DICK 4 21,DICK,1,6/26/21,10:31,5,14.58,18.98,18.79,18.89,,,,N,much smaller day 5? - female chipping
RIN,,2021,RIN DICK 1 21,DICK,1,7/13/2021,1:24,5,10.49,17.5,17.33,17.33,,,,N,
RIN,,2021,RIN DICK 1 21,DICK,2,7/13/2021,1:24,5,10.79,17.93,17.73,17.71,,,,N,
KLT,,2021,KLT DICK 5 21,BHCO,1,7/1/21,11:17,6.5,30.48,24.19,24.75,24.94,,,,N,
KLT,,2021,KLT DICK 5 21,BHCO,2,7/1/21,11:17,6,22.09,21.27,20.76,21.17,,,,N,
KLT,,2021,KLT DICK 5 21,DICK,1,7/1/21,11:17,5,15.21,19.96,19.12,19.57,,,,N,
RIE,,2021,RIE DICK 6 21,DICK,1,6/22/21,6:15,7,17.4,21.16,21.13,21.5,,,,N,
RIE,,2021,RIE DICK 6 21,DICK,2,6/22/21,6:15,6,16.66,20.52,20.48,20.87,,,,N,
RIE,,2021,RIE DICK 6 21,DICK,3,6/22/21,6:15,6,14.99,19.72,19.81,19.87,,,,N,
RIE,,2021,RIE DICK 4 21,DICK ,1,6/9/21,11:50,6,15.29,21.24,20.7,20.97,,,,N,
